,user_id,total_sessions,total_views,total_carts,total_purchases,total_revenue,has_purchase
192,512367672,1,6,0,0,0.0,0
193,512367789,1,3,0,0,0.0,0
194,512367865,1,2,0,0,0.0,0
195,512367874,1,2,0,0,0.0,0
196,512368217,1,3,0,0,0.0,0
197,512368269,1,2,0,0,0.0,0
198,512368482,4,4,0,0,0.0,0
199,512369627,1,1,0,0,0.0,0
200,512369675,1,4,0,0,0.0,0
201,512370506,1,4,0,0,0.0,0
202,512371142,1,8,0,0,0.0,0
203,512371341,1,3,0,0,0.0,0
204,512371551,1,4,0,0,0.0,0
205,512371686,1,1,0,0,0.0,0
206,512371822,1,5,0,0,0.0,0
207,512371867,1,4,0,0,0.0,0
208,512371925,1,5,0,0,0.0,0
209,512371939,1,1,0,1,36.55,1
210,512372222,1,2,0,0,0.0,0
211,512372283,1,1,0,0,0.0,0
212,512372522,1,8,0,0,0.0,0
213,512373231,1,4,0,0,0.0,0
214,512373252,1,4,0,0,0.0,0
215,512373516,1,2,0,0,0.0,0
216,512373792,1,11,0,1,213.61,1
217,512374044,1,1,0,0,0.0,0
218,512374444,1,2,0,1,513.81,1
219,512374774,1,1,0,0,0.0,0
220,512374823,1,1,0,0,0.0,0
221,512375719,1,7,2,1,174.75,1
222,512375742,1,3,0,0,0.0,0
223,512376264,2,12,0,3,594.2,1
224,512376434,1,3,0,0,0.0,0
225,512376726,1,3,0,0,0.0,0
226,512377308,1,1,0,0,0.0,0
227,512377508,1,1,0,0,0.0,0
228,512378538,1,4,0,0,0.0,0
229,512378730,1,54,0,0,0.0,0
230,512379330,1,20,0,0,0.0,0
231,512379594,1,1,0,0,0.0,0
232,512380230,1,1,0,0,0.0,0
233,512380304,1,4,0,0,0.0,0
234,512380813,1,1,0,0,0.0,0
235,512380983,1,5,0,0,0.0,0
236,512381234,3,13,0,0,0.0,0
237,512381472,1,1,0,0,0.0,0
238,512381544,1,1,0,0,0.0,0
239,512382177,1,13,0,0,0.0,0
240,512382469,1,1,0,0,0.0,0
241,512382717,1,9,0,0,0.0,0
242,512382758,1,1,0,0,0.0,0
243,512382873,2,2,0,0,0.0,0
244,512382908,1,2,0,0,0.0,0
245,512383036,1,3,0,0,0.0,0
246,512383224,1,5,0,0,0.0,0
247,512383775,1,5,0,0,0.0,0
248,512383783,1,1,0,0,0.0,0
249,512383818,1,1,1,0,0.0,0
250,512383906,1,1,0,0,0.0,0
251,512384081,1,8,0,0,0.0,0
252,512384096,2,3,0,0,0.0,0
253,512384302,1,6,0,0,0.0,0
254,512384348,1,3,0,1,739.81,1
255,512384383,1,7,0,0,0.0,0
256,512384407,3,7,2,1,253.31,1
257,512384474,1,6,0,0,0.0,0
258,512384729,1,4,0,0,0.0,0
259,512384793,1,1,0,0,0.0,0
260,512385597,1,1,0,0,0.0,0
261,512386086,1,1,0,1,635.25,1
262,512386170,1,2,0,0,0.0,0
263,512386622,1,1,0,0,0.0,0
264,512386718,1,10,0,0,0.0,0
265,512386964,1,1,0,0,0.0,0
266,512387714,1,2,0,0,0.0,0
267,512388114,1,1,0,0,0.0,0
268,512388146,1,3,0,0,0.0,0
269,512388180,1,2,0,0,0.0,0
270,512388375,1,1,0,0,0.0,0
271,512388419,1,4,0,0,0.0,0
272,512389127,2,3,0,0,0.0,0
273,512389373,1,1,0,0,0.0,0
274,512389738,1,11,0,0,0.0,0
275,512389896,1,9,0,0,0.0,0
276,512390049,2,2,0,0,0.0,0
277,512390127,1,11,0,0,0.0,0
278,512390132,1,4,0,0,0.0,0
279,512390252,1,1,0,0,0.0,0
280,512390253,1,3,0,0,0.0,0
281,512390516,2,11,0,0,0.0,0
282,512390770,1,3,0,0,0.0,0
283,512391069,1,4,0,0,0.0,0
284,512391098,1,3,0,0,0.0,0
285,512391123,1,14,0,0,0.0,0
286,512391326,1,6,0,0,0.0,0
287,512392338,1,18,0,0,0.0,0
288,512392862,1,2,0,0,0.0,0
289,512392966,1,1,0,0,0.0,0
290,512393153,1,1,0,0,0.0,0
291,512393343,1,4,0,0,0.0,0
292,512393426,1,3,0,0,0.0,0
293,512393581,1,4,0,0,0.0,0
294,512394153,2,6,0,0,0.0,0
295,512394548,1,2,0,0,0.0,0
296,512394837,1,4,0,0,0.0,0
297,512394987,1,4,0,0,0.0,0
298,512395219,1,5,0,0,0.0,0
299,512395480,1,29,0,0,0.0,0
300,512395481,1,4,0,0,0.0,0
301,512395500,1,4,0,0,0.0,0
302,512395527,1,1,0,0,0.0,0
303,512395580,2,3,0,0,0.0,0
304,512395614,1,3,0,0,0.0,0
305,512395712,3,5,0,0,0.0,0
306,512395730,1,1,0,0,0.0,0
307,512395993,1,3,0,0,0.0,0
308,512396504,1,1,0,0,0.0,0
309,512396824,2,2,0,0,0.0,0
310,512396829,1,5,0,0,0.0,0
311,512396901,1,1,0,0,0.0,0
312,512397285,1,3,0,0,0.0,0
313,512398306,1,1,0,0,0.0,0
314,512398550,1,1,0,0,0.0,0
315,512398619,1,3,0,0,0.0,0
316,512398904,1,2,0,0,0.0,0
317,512398981,1,2,0,0,0.0,0
318,512399056,1,3,0,0,0.0,0
319,512399150,1,1,0,0,0.0,0
320,512399380,1,5,0,0,0.0,0
321,512400293,1,8,0,0,0.0,0
322,512400559,1,6,0,0,0.0,0
323,512400592,1,5,0,0,0.0,0
324,512400636,2,2,0,0,0.0,0
325,512400789,1,12,0,0,0.0,0
326,512400875,1,3,0,0,0.0,0
327,512401111,1,9,0,0,0.0,0
328,512401200,1,1,0,0,0.0,0
329,512401527,1,1,0,0,0.0,0
330,512401577,1,6,0,0,0.0,0
331,512402296,1,4,0,0,0.0,0
332,512402872,1,1,0,0,0.0,0
333,512402955,1,1,0,0,0.0,0
334,512403931,1,1,0,0,0.0,0
335,512404200,1,1,0,0,0.0,0
336,512404398,1,2,0,0,0.0,0
337,512405193,1,1,0,0,0.0,0
338,512405224,1,1,0,0,0.0,0
339,512405275,1,2,0,0,0.0,0
340,512405667,1,1,0,0,0.0,0
341,512405921,1,1,0,0,0.0,0
342,512406480,1,2,0,0,0.0,0
343,512406835,1,1,0,0,0.0,0
344,512406877,1,2,0,0,0.0,0
345,512407860,1,8,0,0,0.0,0
346,512407916,1,11,0,0,0.0,0
347,512408255,1,1,0,0,0.0,0
348,512408796,1,3,0,0,0.0,0
349,512409348,1,1,0,0,0.0,0
350,512409436,1,2,0,0,0.0,0
351,512409813,1,2,0,0,0.0,0
352,512410087,1,2,0,0,0.0,0
353,512410097,1,3,1,1,794.59,1
354,512410102,1,1,0,0,0.0,0
355,512410158,1,10,0,0,0.0,0
356,512410420,3,4,0,0,0.0,0
357,512410453,1,10,0,0,0.0,0
358,512410568,1,7,0,0,0.0,0
359,512410583,1,1,0,0,0.0,0
360,512410656,3,4,0,0,0.0,0
361,512411193,1,1,2,0,0.0,0
362,512411198,1,5,1,0,0.0,0
363,512411434,1,1,0,0,0.0,0
364,512411850,1,3,0,0,0.0,0
365,512412149,1,5,0,0,0.0,0
366,512412404,1,16,1,0,0.0,0
367,512412945,1,1,0,0,0.0,0
368,512413017,1,2,0,0,0.0,0
369,512413774,1,2,0,0,0.0,0
370,512414047,1,2,0,0,0.0,0
371,512414069,1,1,0,0,0.0,0
372,512414255,1,8,0,0,0.0,0
373,512414869,2,5,0,0,0.0,0
374,512414890,1,2,0,0,0.0,0
375,512414907,1,14,0,0,0.0,0
376,512415231,1,1,0,1,203.35,1
377,512415295,1,25,0,0,0.0,0
378,512416484,1,1,0,0,0.0,0
379,512416922,2,4,0,0,0.0,0
380,512416959,2,4,0,1,810.81,1
381,512417048,1,3,0,0,0.0,0
382,512417385,1,2,0,0,0.0,0
383,512418256,1,1,0,0,0.0,0
384,512418293,1,7,0,0,0.0,0
385,512418831,1,8,0,0,0.0,0
386,512420003,1,1,0,0,0.0,0
387,512421261,1,3,0,0,0.0,0
388,512421399,1,5,2,0,0.0,0
389,512421566,1,2,0,0,0.0,0
390,512422000,1,13,0,0,0.0,0
391,512422668,1,2,0,0,0.0,0
392,512424048,3,3,0,0,0.0,0
393,512424146,1,27,0,0,0.0,0
394,512424355,1,3,0,0,0.0,0
395,512424364,1,1,0,0,0.0,0
396,512424587,1,1,0,0,0.0,0
397,512424706,1,7,0,0,0.0,0
398,512425007,1,1,0,0,0.0,0
399,512425088,1,10,0,0,0.0,0
400,512425344,1,4,0,0,0.0,0
401,512425353,2,6,0,0,0.0,0
402,512425438,1,28,0,0,0.0,0
403,512425526,1,1,0,0,0.0,0
404,512425634,1,2,0,0,0.0,0
405,512426470,2,4,0,0,0.0,0
406,512427633,1,3,0,0,0.0,0
407,512427685,1,3,0,0,0.0,0
408,512427987,1,3,0,0,0.0,0
409,512428195,1,3,0,0,0.0,0
410,512428489,2,2,0,0,0.0,0
411,512428569,1,2,0,0,0.0,0
412,512429062,1,10,0,0,0.0,0
413,512429147,1,4,0,0,0.0,0
414,512429517,1,1,0,0,0.0,0
415,512429609,1,3,0,0,0.0,0
416,512429848,1,1,0,0,0.0,0
417,512429936,1,10,0,0,0.0,0
418,512430123,1,1,0,0,0.0,0
419,512430138,1,23,0,0,0.0,0
420,512430157,1,7,0,0,0.0,0
421,512430924,1,8,0,0,0.0,0
422,512431276,1,3,0,0,0.0,0
423,512432005,1,6,0,0,0.0,0
424,512432202,1,1,0,0,0.0,0
425,512432609,1,1,0,0,0.0,0
426,512432735,1,1,0,0,0.0,0
427,512432743,1,2,0,0,0.0,0
428,512433595,1,1,0,0,0.0,0
429,512434124,2,6,0,0,0.0,0
430,512434271,1,1,0,0,0.0,0
431,512434323,1,8,0,0,0.0,0
432,512434424,1,1,0,0,0.0,0
433,512434432,1,2,0,0,0.0,0
434,512434517,2,6,0,0,0.0,0
435,512435480,2,11,0,1,48.88,1
436,512435567,1,4,0,0,0.0,0
437,512435762,1,2,0,1,5.83,1
438,512435822,1,3,0,0,0.0,0
439,512436043,1,2,0,0,0.0,0
440,512436272,1,1,0,0,0.0,0
441,512436784,1,3,0,0,0.0,0
442,512436793,1,1,0,0,0.0,0
443,512437402,1,3,0,0,0.0,0
444,512437759,1,7,0,0,0.0,0
445,512437914,2,29,0,0,0.0,0
446,512438026,1,2,0,0,0.0,0
447,512438181,1,1,0,0,0.0,0
448,512438225,1,6,0,0,0.0,0
449,512438481,1,15,0,0,0.0,0
450,512438514,1,1,0,0,0.0,0
451,512438872,1,9,0,0,0.0,0
452,512438878,1,5,0,1,237.33,1
453,512439178,1,1,0,0,0.0,0
454,512439610,1,2,0,0,0.0,0
455,512440316,1,4,0,0,0.0,0
456,512440423,1,1,0,0,0.0,0
457,512440806,1,3,0,0,0.0,0
458,512440845,1,3,0,0,0.0,0
459,512440983,1,5,0,0,0.0,0
460,512441377,1,2,0,0,0.0,0
461,512441908,1,1,0,0,0.0,0
462,512442280,2,15,0,0,0.0,0
463,512442382,1,2,0,0,0.0,0
464,512442486,1,3,0,0,0.0,0
465,512442744,1,2,0,0,0.0,0
466,512443087,1,2,0,0,0.0,0
467,512443808,1,10,0,0,0.0,0
468,512444423,1,3,1,1,95.21,1
469,512444862,1,9,0,0,0.0,0
470,512444876,1,5,0,0,0.0,0
471,512445025,1,16,0,0,0.0,0
472,512445078,1,1,0,0,0.0,0
473,512445348,1,3,0,0,0.0,0
474,512445394,1,3,0,0,0.0,0
475,512445988,1,4,0,0,0.0,0
476,512446128,1,4,0,0,0.0,0
477,512446763,1,1,0,0,0.0,0
478,512446771,3,4,0,0,0.0,0
479,512447244,1,3,0,0,0.0,0
480,512447315,1,1,0,0,0.0,0
481,512447879,1,3,0,0,0.0,0
482,512447912,1,1,0,0,0.0,0
483,512447951,1,5,0,0,0.0,0
484,512448158,1,1,0,1,33.2,1
485,512448185,1,6,1,0,0.0,0
486,512448444,2,2,0,0,0.0,0
487,512448631,1,1,0,0,0.0,0
488,512448684,1,4,0,0,0.0,0
489,512449103,2,2,0,0,0.0,0
490,512449156,1,1,0,0,0.0,0
491,512449233,1,11,0,0,0.0,0
492,512449423,2,10,0,0,0.0,0
493,512449542,1,1,0,0,0.0,0
494,512450562,2,5,0,0,0.0,0
495,512450573,2,6,0,0,0.0,0
496,512450748,2,3,0,0,0.0,0
497,512451148,1,2,0,0,0.0,0
498,512451416,1,23,0,0,0.0,0
499,512451534,1,5,0,0,0.0,0
500,512451655,1,4,4,0,0.0,0
501,512451675,3,14,0,0,0.0,0
502,512452399,1,13,0,0,0.0,0
503,512452527,1,6,0,0,0.0,0
504,512452529,1,2,0,0,0.0,0
505,512452648,1,4,0,0,0.0,0
506,512452939,1,1,0,0,0.0,0
507,512453409,1,1,0,0,0.0,0
508,512453637,2,18,0,1,581.73,1
509,512453822,1,4,0,0,0.0,0
510,512453936,3,14,0,0,0.0,0
511,512453995,1,1,0,0,0.0,0
512,512454070,1,5,0,0,0.0,0
513,512454241,1,2,0,0,0.0,0
514,512454319,1,7,0,0,0.0,0
515,512454751,2,28,0,0,0.0,0
516,512455778,1,2,0,0,0.0,0
517,512455888,1,7,0,0,0.0,0
518,512455958,1,1,0,0,0.0,0
519,512456284,1,2,0,0,0.0,0
520,512457479,1,21,0,0,0.0,0
521,512457604,1,2,0,0,0.0,0
522,512457629,1,1,0,0,0.0,0
523,512457673,1,4,0,0,0.0,0
524,512457972,1,7,0,0,0.0,0
525,512458201,1,3,0,0,0.0,0
526,512458373,1,9,0,0,0.0,0
527,512458473,1,5,0,0,0.0,0
528,512459213,1,7,0,0,0.0,0
529,512459622,2,6,0,0,0.0,0
530,512459872,1,1,0,0,0.0,0
531,512459957,1,2,0,0,0.0,0
532,512460412,1,10,0,0,0.0,0
533,512460805,1,6,0,0,0.0,0
534,512461465,1,2,0,0,0.0,0
535,512461903,1,1,0,0,0.0,0
536,512462154,1,1,0,0,0.0,0
537,512462186,1,17,0,0,0.0,0
538,512462228,2,4,0,0,0.0,0
539,512462509,2,50,0,0,0.0,0
540,512462743,1,2,0,0,0.0,0
541,512462840,1,2,0,0,0.0,0
542,512463154,1,34,0,0,0.0,0
543,512463689,1,1,0,0,0.0,0
544,512465046,1,1,0,0,0.0,0
545,512465649,1,3,0,0,0.0,0
546,512465828,2,14,0,0,0.0,0
547,512465908,1,10,0,0,0.0,0
548,512465916,1,13,0,0,0.0,0
549,512465971,1,1,0,0,0.0,0
550,512466443,2,2,0,1,97.79,1
551,512467002,1,3,0,0,0.0,0
552,512467173,1,3,0,0,0.0,0
553,512467290,1,2,0,0,0.0,0
554,512467519,1,2,0,0,0.0,0
555,512467529,1,3,0,0,0.0,0
556,512467873,1,4,0,0,0.0,0
557,512467931,2,2,0,0,0.0,0
558,512468153,1,5,0,0,0.0,0
559,512468217,1,1,0,0,0.0,0
560,512468343,1,1,0,0,0.0,0
561,512468362,2,5,0,0,0.0,0
562,512468438,1,1,0,0,0.0,0
563,512468565,1,3,0,0,0.0,0
564,512468675,1,1,0,0,0.0,0
565,512468978,1,16,0,0,0.0,0
566,512469652,1,10,6,0,0.0,0
567,512470170,1,3,0,0,0.0,0
568,512470332,2,4,0,1,286.86,1
569,512470334,1,6,0,0,0.0,0
570,512470679,1,4,0,0,0.0,0
571,512471021,1,2,0,0,0.0,0
572,512471712,1,1,0,0,0.0,0
573,512471776,1,7,0,0,0.0,0
574,512472121,2,23,0,0,0.0,0
575,512472253,1,4,0,0,0.0,0
576,512472617,1,1,0,0,0.0,0
577,512472628,1,1,0,0,0.0,0
578,512472933,1,1,0,0,0.0,0
579,512473102,1,1,0,0,0.0,0
580,512473349,1,2,0,0,0.0,0
581,512474383,1,4,0,0,0.0,0
582,512474597,3,30,1,0,0.0,0
583,512474911,1,2,0,0,0.0,0
584,512475327,1,2,0,0,0.0,0
585,512476463,1,3,0,0,0.0,0
586,512476485,1,3,0,0,0.0,0
587,512476609,1,2,0,0,0.0,0
588,512477553,2,9,0,0,0.0,0
589,512477697,1,3,0,0,0.0,0
590,512477777,1,2,0,0,0.0,0
591,512478069,14,39,0,5,501.95,1
592,512478246,1,3,0,0,0.0,0
593,512478503,1,1,0,0,0.0,0
594,512478560,3,32,0,0,0.0,0
595,512479014,3,6,0,0,0.0,0
596,512479338,1,7,0,0,0.0,0
597,512479815,1,10,0,0,0.0,0
598,512479885,1,2,0,0,0.0,0
599,512479982,1,7,0,0,0.0,0
600,512480149,1,2,0,0,0.0,0
601,512480341,1,2,1,0,0.0,0
602,512480699,1,9,0,0,0.0,0
603,512481002,1,2,0,0,0.0,0
604,512481009,1,18,0,0,0.0,0
605,512481675,1,4,0,0,0.0,0
606,512482441,1,8,0,0,0.0,0
607,512483329,1,1,0,0,0.0,0
608,512483411,2,15,0,0,0.0,0
609,512483499,1,7,0,0,0.0,0
610,512483718,1,3,0,0,0.0,0
611,512483801,2,7,0,0,0.0,0
612,512484452,1,1,0,0,0.0,0
613,512484504,1,2,0,0,0.0,0
614,512485261,1,1,0,0,0.0,0
615,512485424,1,1,1,0,0.0,0
616,512485531,1,1,0,0,0.0,0
617,512485616,1,16,0,0,0.0,0
618,512485849,1,1,0,0,0.0,0
619,512486064,1,15,0,0,0.0,0
620,512486103,3,16,0,0,0.0,0
621,512486232,5,25,0,1,90.35,1
622,512486323,1,3,0,0,0.0,0
623,512486721,1,1,0,0,0.0,0
624,512486825,3,8,0,0,0.0,0
625,512486927,2,2,0,0,0.0,0
626,512488473,1,1,0,0,0.0,0
627,512488648,1,2,0,0,0.0,0
628,512488840,1,2,0,0,0.0,0
629,512489669,1,1,0,0,0.0,0
630,512490697,1,2,0,0,0.0,0
631,512490790,1,4,0,0,0.0,0
632,512490810,1,1,0,0,0.0,0
633,512490842,1,2,0,0,0.0,0
634,512490878,1,1,0,0,0.0,0
635,512492516,2,27,0,0,0.0,0
636,512493101,1,2,0,0,0.0,0
637,512493197,1,1,0,1,117.34,1
638,512494095,1,4,1,0,0.0,0
639,512495355,1,5,0,0,0.0,0
640,512495377,1,1,0,0,0.0,0
641,512495512,2,6,0,0,0.0,0
642,512496329,1,4,0,0,0.0,0
643,512496377,1,3,0,0,0.0,0
644,512496820,1,1,0,1,85.81,1
645,512496829,2,21,0,0,0.0,0
646,512497254,1,11,0,0,0.0,0
647,512497408,1,4,0,0,0.0,0
648,512497470,1,20,0,1,36.04,1
649,512497578,1,2,0,0,0.0,0
650,512497864,1,2,0,0,0.0,0
651,512497983,1,3,0,0,0.0,0
652,512497995,1,1,0,0,0.0,0
653,512498017,1,2,0,0,0.0,0
654,512498046,1,4,0,0,0.0,0
655,512498062,1,6,0,0,0.0,0
656,512498772,1,1,0,0,0.0,0
657,512499605,1,10,0,0,0.0,0
658,512499642,1,4,0,0,0.0,0
659,512500168,1,5,0,0,0.0,0
660,512500379,1,11,0,0,0.0,0
661,512501208,1,2,0,0,0.0,0
662,512501313,1,1,0,0,0.0,0
663,512501510,2,18,0,0,0.0,0
664,512501725,1,1,0,0,0.0,0
665,512502750,1,2,0,0,0.0,0
666,512502947,1,2,0,0,0.0,0
667,512503706,1,8,0,0,0.0,0
668,512503765,1,1,0,0,0.0,0
669,512503829,1,1,0,0,0.0,0
670,512503846,1,1,0,0,0.0,0
671,512504336,1,1,0,0,0.0,0
672,512504644,1,4,0,0,0.0,0
673,512504936,1,12,0,0,0.0,0
674,512505084,2,4,0,0,0.0,0
675,512505091,1,10,0,0,0.0,0
676,512505280,1,1,0,0,0.0,0
677,512505687,1,1,0,0,0.0,0
678,512505751,1,11,0,0,0.0,0
679,512506106,1,11,0,0,0.0,0
680,512506351,1,6,0,0,0.0,0
681,512506418,1,2,0,0,0.0,0
682,512506825,5,24,0,0,0.0,0
683,512507022,2,5,0,0,0.0,0
684,512507739,1,3,0,0,0.0,0
685,512507939,1,10,0,0,0.0,0
686,512507957,1,1,0,0,0.0,0
687,512508476,3,30,0,0,0.0,0
688,512508761,1,1,0,0,0.0,0
689,512508853,1,1,0,0,0.0,0
690,512509337,1,2,0,0,0.0,0
691,512509449,4,7,0,0,0.0,0
692,512509563,1,1,0,0,0.0,0
693,512510052,1,1,0,0,0.0,0
694,512510123,1,2,1,0,0.0,0
695,512511358,2,3,0,1,957.53,1
